season,round,Driver_driverId,grid,position,positionText,points,FastestLap_rank,points_sprint
2021,4,leclerc,4,4,4,12.0,4.0,0.0
2021,4,perez,8,5,5,10.0,3.0,0.0
2021,4,ricciardo,7,6,6,8.0,10.0,0.0
2021,4,sainz,6,7,7,6.0,9.0,0.0
2021,4,norris,9,8,8,4.0,7.0,0.0
2021,4,ocon,5,9,9,2.0,18.0,0.0
2021,4,gasly,12,10,10,1.0,8.0,0.0
2021,4,stroll,11,11,11,0.0,11.0,0.0
2021,4,raikkonen,17,12,12,0.0,15.0,0.0
2021,4,vettel,13,13,13,0.0,14.0,0.0
2021,4,russell,15,14,14,0.0,17.0,0.0
2021,4,giovinazzi,14,15,15,0.0,13.0,0.0
2021,4,latifi,19,16,16,0.0,16.0,0.0
2021,4,alonso,10,17,17,0.0,6.0,0.0
2021,4,mick_schumacher,18,18,18,0.0,12.0,0.0
2021,4,mazepin,20,19,19,0.0,19.0,0.0
2021,4,tsunoda,16,20,R,0.0,20.0,0.0
2021,5,max_verstappen,2,1,1,25.0,6.0,0.0
2021,5,sainz,4,2,2,18.0,5.0,0.0
2021,5,norris,5,3,3,15.0,7.0,0.0
2021,5,perez,9,4,4,12.0,3.0,0.0
2021,5,vettel,8,5,5,10.0,11.0,0.0
2021,5,gasly,6,6,6,8.0,14.0,0.0
2021,5,hamilton,7,7,7,7.0,1.0,0.0
2021,5,stroll,13,8,8,4.0,8.0,0.0
2021,5,ocon,11,9,9,2.0,12.0,0.0
2021,5,giovinazzi,10,10,10,1.0,13.0,0.0
2021,5,raikkonen,14,11,11,0.0,9.0,0.0
2021,5,ricciardo,12,12,12,0.0,4.0,0.0
2021,5,alonso,17,13,13,0.0,10.0,0.0
2021,5,russell,15,14,14,0.0,15.0,0.0
2021,5,latifi,18,15,15,0.0,16.0,0.0
2021,5,tsunoda,16,16,16,0.0,2.0,0.0
2021,5,mazepin,19,17,17,0.0,19.0,0.0
2021,5,mick_schumacher,20,18,18,0.0,18.0,0.0
2021,5,bottas,3,19,R,0.0,17.0,0.0
2021,5,leclerc,1,20,W,0.0,,0.0
2021,6,perez,6,1,1,25.0,2.0,0.0
2021,6,vettel,11,2,2,18.0,4.0,0.0
2021,6,gasly,4,3,3,15.0,6.0,0.0
2021,6,leclerc,1,4,4,12.0,8.0,0.0
2021,6,norris,9,5,5,10.0,7.0,0.0
2021,6,alonso,8,6,6,8.0,11.0,0.0
2021,6,tsunoda,7,7,7,6.0,5.0,0.0
2021,6,sainz,5,8,8,4.0,13.0,0.0
2021,6,ricciardo,13,9,9,2.0,14.0,0.0
2021,6,raikkonen,14,10,10,1.0,10.0,0.0
2021,6,giovinazzi,20,11,11,0.0,9.0,0.0
2021,6,bottas,10,12,12,0.0,12.0,0.0
2021,6,mick_schumacher,17,13,13,0.0,18.0,0.0
2021,6,mazepin,18,14,14,0.0,19.0,0.0
2021,6,hamilton,2,15,15,0.0,3.0,0.0
2021,6,latifi,16,16,16,0.0,17.0,0.0
2021,6,russell,15,17,R,0.0,15.0,0.0
2021,6,max_verstappen,3,18,R,0.0,1.0,0.0
2021,6,stroll,19,19,R,0.0,16.0,0.0
2021,6,ocon,12,20,R,0.0,20.0,0.0
2021,7,max_verstappen,1,1,1,26.0,1.0,0.0
2021,7,hamilton,2,2,2,18.0,5.0,0.0
2021,7,perez,4,3,3,15.0,2.0,0.0
2021,7,bottas,3,4,4,12.0,3.0,0.0
2021,7,norris,8,5,5,10.0,6.0,0.0
2021,7,ricciardo,10,6,6,8.0,14.0,0.0
2021,7,gasly,6,7,7,6.0,11.0,0.0
2021,7,alonso,9,8,8,4.0,7.0,0.0
2021,7,vettel,12,9,9,2.0,4.0,0.0
2021,7,stroll,19,10,10,1.0,9.0,0.0
2021,7,sainz,5,11,11,0.0,18.0,0.0
2021,7,russell,14,12,12,0.0,13.0,0.0
2021,7,tsunoda,0,13,13,0.0,19.0,0.0
2021,7,ocon,11,14,14,0.0,15.0,0.0
2021,7,giovinazzi,13,15,15,0.0,16.0,0.0
2021,7,leclerc,7,16,16,0.0,8.0,0.0
2021,7,raikkonen,17,17,17,0.0,10.0,0.0
2021,7,latifi,16,18,18,0.0,12.0,0.0
2021,7,mick_schumacher,15,19,19,0.0,17.0,0.0
2021,7,mazepin,18,20,20,0.0,20.0,0.0
2021,8,max_verstappen,1,1,1,25.0,3.0,0.0
2021,8,hamilton,2,2,2,19.0,1.0,0.0
2021,8,bottas,5,3,3,15.0,5.0,0.0
2021,8,perez,4,4,4,12.0,2.0,0.0
2021,8,norris,3,5,5,10.0,7.0,0.0
2021,8,sainz,12,6,6,8.0,4.0,0.0
2021,8,leclerc,7,7,7,6.0,6.0,0.0
2021,8,stroll,9,8,8,4.0,14.0,0.0
2021,8,alonso,8,9,9,2.0,13.0,0.0
2021,8,tsunoda,11,10,10,1.0,11.0,0.0
2021,8,raikkonen,18,11,11,0.0,8.0,0.0
2021,8,vettel,14,12,12,0.0,15.0,0.0
2021,8,ricciardo,13,13,13,0.0,9.0,0.0
2021,8,ocon,17,14,14,0.0,10.0,0.0
2021,8,giovinazzi,15,15,15,0.0,12.0,0.0
2021,8,mick_schumacher,19,16,16,0.0,16.0,0.0
2021,8,latifi,16,17,17,0.0,17.0,0.0
2021,8,mazepin,20,18,18,0.0,19.0,0.0
2021,8,russell,10,19,R,0.0,18.0,0.0
2021,8,gasly,6,20,R,0.0,,0.0
2021,9,max_verstappen,1,1,1,26.0,1.0,0.0
2021,9,bottas,5,2,2,18.0,6.0,0.0
2021,9,norris,2,3,3,15.0,10.0,0.0
2021,9,hamilton,4,4,4,12.0,3.0,0.0
2021,9,sainz,10,5,5,10.0,2.0,0.0
2021,9,perez,3,6,6,8.0,5.0,0.0
2021,9,ricciardo,13,7,7,6.0,14.0,0.0
2021,9,leclerc,12,8,8,4.0,13.0,0.0
2021,9,gasly,6,9,9,2.0,4.0,0.0
2021,9,alonso,14,10,10,1.0,7.0,0.0
2021,9,russell,8,11,11,0.0,16.0,0.0
2021,9,tsunoda,7,12,12,0.0,9.0,0.0
2021,9,stroll,9,13,13,0.0,12.0,0.0
2021,9,giovinazzi,15,14,14,0.0,17.0,0.0
2021,9,raikkonen,16,15,15,0.0,15.0,0.0
2021,9,latifi,18,16,16,0.0,11.0,0.0
2021,9,vettel,11,17,17,0.0,8.0,0.0
2021,9,mick_schumacher,19,18,18,0.0,18.0,0.0
2021,9,mazepin,20,19,19,0.0,19.0,0.0
2021,9,ocon,17,20,R,0.0,,0.0
2022,1,leclerc,1,1,1,26.0,1.0,0.0
2022,1,sainz,3,2,2,18.0,3.0,0.0
2022,1,hamilton,5,3,3,15.0,5.0,0.0
2022,1,russell,9,4,4,12.0,6.0,0.0
2022,1,kevin_magnussen,7,5,5,10.0,8.0,0.0
2022,1,bottas,6,6,6,8.0,7.0,0.0
2022,1,ocon,11,7,7,6.0,14.0,0.0
2022,1,tsunoda,16,8,8,4.0,13.0,0.0
2022,1,alonso,8,9,9,2.0,10.0,0.0
2022,1,zhou,15,10,10,1.0,9.0,0.0
2022,1,mick_schumacher,12,11,11,0.0,11.0,0.0
2022,1,stroll,19,12,12,0.0,15.0,0.0
2022,1,albon,14,13,13,0.0,18.0,0.0
2022,1,ricciardo,18,14,14,0.0,16.0,0.0
2022,1,norris,13,15,15,0.0,12.0,0.0
2022,1,latifi,20,16,16,0.0,20.0,0.0
2022,1,hulkenberg,17,17,17,0.0,19.0,0.0
2022,1,perez,4,18,18,0.0,4.0,0.0
2022,1,max_verstappen,2,19,19,0.0,2.0,0.0
2022,1,gasly,10,20,R,0.0,17.0,0.0
2022,10,sainz,1,1,1,25.0,2.0,0.0
2022,10,perez,4,2,2,18.0,3.0,0.0
2022,10,hamilton,5,3,3,16.0,1.0,0.0
2022,10,leclerc,3,4,4,12.0,4.0,0.0
2022,10,alonso,7,5,5,10.0,5.0,0.0
2022,10,norris,6,6,6,8.0,6.0,0.0
2022,10,max_verstappen,2,7,7,6.0,8.0,0.0
2022,10,mick_schumacher,19,8,8,4.0,7.0,0.0
2022,10,vettel,18,9,9,2.0,10.0,0.0
2022,10,kevin_magnussen,17,10,10,1.0,12.0,0.0
2022,10,stroll,20,11,11,0.0,9.0,0.0
2022,10,latifi,10,12,12,0.0,13.0,0.0
2022,10,ricciardo,14,13,13,0.0,11.0,0.0
2022,10,tsunoda,13,14,14,0.0,15.0,0.0
2022,10,ocon,15,15,R,0.0,14.0,0.0
2022,10,gasly,11,16,R,0.0,16.0,0.0
2022,10,bottas,12,17,R,0.0,17.0,0.0
2022,10,russell,8,18,R,0.0,,0.0
2022,10,zhou,9,19,R,0.0,,0.0
2022,10,albon,16,20,R,0.0,,0.0
2022,11,leclerc,2,1,1,25.0,2.0,7.0
2022,11,max_verstappen,1,2,2,19.0,1.0,8.0
2022,11,hamilton,9,3,3,15.0,5.0,1.0
2022,11,russell,4,4,4,12.0,6.0,5.0
2022,11,ocon,5,5,5,10.0,10.0,3.0
2022,11,mick_schumacher,7,6,6,8.0,11.0,0.0
2022,11,norris,15,7,7,6.0,8.0,0.0
2022,11,kevin_magnussen,6,8,8,4.0,14.0,2.0
2022,11,ricciardo,16,9,9,2.0,13.0,0.0
2022,11,alonso,8,10,10,1.0,3.0,0.0
2022,11,bottas,12,11,11,0.0,7.0,0.0
2022,11,albon,11,12,12,0.0,12.0,0.0
2022,11,stroll,17,13,13,0.0,17.0,0.0
2022,11,zhou,18,14,14,0.0,9.0,0.0
2022,11,gasly,10,15,15,0.0,18.0,0.0
2022,11,tsunoda,14,16,16,0.0,16.0,0.0
2022,11,vettel,20,17,17,0.0,15.0,0.0
2022,11,sainz,3,18,R,0.0,4.0,6.0
2022,11,latifi,19,19,R,0.0,19.0,0.0
2022,11,perez,13,20,R,0.0,20.0,4.0
2022,2,max_verstappen,4,1,1,25.0,2.0,0.0
2022,2,leclerc,2,2,2,19.0,1.0,0.0
2022,2,sainz,3,3,3,15.0,3.0,0.0
2022,2,perez,1,4,4,12.0,4.0,0.0
2022,2,russell,6,5,5,10.0,7.0,0.0
2022,2,ocon,5,6,6,8.0,9.0,0.0
2022,2,norris,11,7,7,6.0,5.0,0.0
2022,2,gasly,9,8,8,4.0,10.0,0.0
2022,2,kevin_magnussen,10,9,9,2.0,6.0,0.0
2022,2,hamilton,15,10,10,1.0,8.0,0.0
2022,2,zhou,12,11,11,0.0,13.0,0.0
2022,2,hulkenberg,17,12,12,0.0,11.0,0.0
2022,2,stroll,13,13,13,0.0,16.0,0.0
2022,2,albon,16,14,14,0.0,15.0,0.0
2022,2,bottas,8,15,R,0.0,14.0,0.0
2022,2,alonso,7,16,R,0.0,12.0,0.0
2022,2,ricciardo,14,17,R,0.0,17.0,0.0
2022,2,latifi,18,18,R,0.0,18.0,0.0
2022,2,tsunoda,19,19,R,0.0,,0.0
2022,2,mick_schumacher,0,20,W,0.0,,0.0
2022,3,leclerc,1,1,1,26.0,1.0,0.0
2022,3,perez,3,2,2,18.0,3.0,0.0
2022,3,russell,6,3,3,15.0,4.0,0.0
2022,3,hamilton,5,4,4,12.0,7.0,0.0
2022,3,norris,4,5,5,10.0,8.0,0.0
2022,3,ricciardo,7,6,6,8.0,9.0,0.0
2022,3,ocon,8,7,7,6.0,10.0,0.0
2022,3,bottas,12,8,8,4.0,5.0,0.0
2022,3,gasly,11,9,9,2.0,13.0,0.0
2022,3,albon,20,10,10,1.0,12.0,0.0
2022,3,zhou,14,11,11,0.0,11.0,0.0
2022,3,stroll,19,12,12,0.0,17.0,0.0
2022,3,mick_schumacher,15,13,13,0.0,14.0,0.0
2022,3,kevin_magnussen,16,14,14,0.0,15.0,0.0
2022,3,tsunoda,13,15,15,0.0,16.0,0.0
2022,3,latifi,18,16,16,0.0,18.0,0.0
2022,3,alonso,10,17,17,0.0,2.0,0.0
2022,3,max_verstappen,2,18,R,0.0,6.0,0.0
2022,3,vettel,17,19,R,0.0,19.0,0.0
2022,3,sainz,9,20,R,0.0,,0.0
2022,4,max_verstappen,1,1,1,26.0,1.0,8.0
2022,4,perez,3,2,2,18.0,3.0,6.0
2022,4,norris,5,3,3,15.0,7.0,4.0
2022,4,russell,11,4,4,12.0,8.0,0.0
2022,4,bottas,7,5,5,10.0,6.0,2.0
2022,4,leclerc,2,6,6,8.0,2.0,7.0
2022,4,tsunoda,12,7,7,6.0,5.0,0.0
2022,4,vettel,13,8,8,4.0,9.0,0.0
2022,4,kevin_magnussen,8,9,9,2.0,10.0,1.0
2022,4,stroll,15,10,10,1.0,16.0,0.0
2022,4,albon,18,11,11,0.0,17.0,0.0
2022,4,gasly,17,12,12,0.0,15.0,0.0
2022,4,hamilton,14,13,13,0.0,13.0,0.0
2022,4,ocon,16,14,14,0.0,18.0,0.0
2022,4,zhou,0,15,15,0.0,11.0,0.0
2022,4,latifi,19,16,16,0.0,12.0,0.0
2022,4,mick_schumacher,10,17,17,0.0,4.0,0.0
2022,4,ricciardo,6,18,18,0.0,14.0,3.0
2022,4,alonso,9,19,R,0.0,19.0,0.0
2022,4,sainz,4,20,R,0.0,,5.0
2022,5,max_verstappen,3,1,1,26.0,1.0,0.0
2022,5,leclerc,1,2,2,18.0,2.0,0.0
2022,5,sainz,2,3,3,15.0,3.0,0.0
2022,5,perez,4,4,4,12.0,4.0,0.0
2022,5,russell,12,5,5,10.0,5.0,0.0
2022,5,hamilton,6,6,6,8.0,7.0,0.0
2022,5,bottas,5,7,7,6.0,10.0,0.0
2022,5,ocon,20,8,8,4.0,9.0,0.0
2022,5,albon,18,9,9,2.0,15.0,0.0
2022,5,stroll,0,10,10,1.0,12.0,0.0
2022,5,alonso,11,11,11,0.0,13.0,0.0
2022,5,tsunoda,9,12,12,0.0,8.0,0.0
2022,5,ricciardo,14,13,13,0.0,11.0,0.0
2022,5,latifi,19,14,14,0.0,18.0,0.0
2022,5,mick_schumacher,15,15,15,0.0,6.0,0.0
2022,5,kevin_magnussen,16,16,16,0.0,17.0,0.0
2022,5,vettel,0,17,17,0.0,16.0,0.0
2022,5,gasly,7,18,R,0.0,19.0,0.0
2022,5,norris,8,19,R,0.0,14.0,0.0
2022,5,zhou,17,20,R,0.0,20.0,0.0
2022,6,max_verstappen,2,1,1,25.0,4.0,0.0
2022,6,perez,5,2,2,19.0,1.0,0.0
2022,6,russell,4,3,3,15.0,3.0,0.0
2022,6,sainz,3,4,4,12.0,7.0,0.0
2022,6,hamilton,6,5,5,10.0,2.0,0.0
2022,6,bottas,7,6,6,8.0,8.0,0.0
2022,6,ocon,12,7,7,6.0,6.0,0.0
2022,6,norris,11,8,8,4.0,5.0,0.0
2022,6,alonso,20,9,9,2.0,9.0,0.0
2022,6,tsunoda,13,10,10,1.0,10.0,0.0
2022,6,vettel,16,11,11,0.0,18.0,0.0
2022,6,ricciardo,9,12,12,0.0,15.0,0.0
2022,6,gasly,14,13,13,0.0,12.0,0.0
2022,6,mick_schumacher,10,14,14,0.0,16.0,0.0
2022,6,stroll,17,15,15,0.0,11.0,0.0
2022,6,latifi,19,16,16,0.0,14.0,0.0
2022,6,kevin_magnussen,8,17,17,0.0,17.0,0.0
2022,6,albon,18,18,18,0.0,19.0,0.0
2022,6,zhou,15,19,R,0.0,20.0,0.0
2022,6,leclerc,1,20,R,0.0,13.0,0.0
2022,7,perez,3,1,1,25.0,4.0,0.0
2022,7,sainz,2,2,2,18.0,7.0,0.0
2022,7,max_verstappen,4,3,3,15.0,5.0,0.0
2022,7,leclerc,1,4,4,12.0,6.0,0.0
2022,7,russell,6,5,5,10.0,8.0,0.0
2022,7,norris,5,6,6,9.0,1.0,0.0
2022,7,alonso,7,7,7,6.0,3.0,0.0
2022,7,hamilton,8,8,8,4.0,9.0,0.0
2022,7,bottas,12,9,9,2.0,14.0,0.0
2022,7,vettel,9,10,10,1.0,12.0,0.0
2022,7,gasly,17,11,11,0.0,10.0,0.0
2022,7,ocon,10,12,12,0.0,13.0,0.0
2022,7,ricciardo,14,13,13,0.0,11.0,0.0
2022,7,stroll,18,14,14,0.0,15.0,0.0
2022,7,latifi,19,15,15,0.0,18.0,0.0
2022,7,zhou,20,16,16,0.0,17.0,0.0
2022,7,tsunoda,11,17,17,0.0,2.0,0.0
2022,7,albon,16,18,R,0.0,16.0,0.0
2022,7,mick_schumacher,15,19,R,0.0,19.0,0.0
2022,7,kevin_magnussen,13,20,R,0.0,20.0,0.0
2022,8,max_verstappen,3,1,1,25.0,2.0,0.0
2022,8,perez,2,2,2,19.0,1.0,0.0
2022,8,russell,5,3,3,15.0,4.0,0.0
2022,8,hamilton,7,4,4,12.0,3.0,0.0
2022,8,gasly,6,5,5,10.0,16.0,0.0
2022,8,vettel,9,6,6,8.0,12.0,0.0
2022,8,alonso,10,7,7,6.0,8.0,0.0
2022,8,ricciardo,12,8,8,4.0,13.0,0.0
2022,8,norris,11,9,9,2.0,9.0,0.0
2022,8,ocon,13,10,10,1.0,14.0,0.0
2022,8,bottas,15,11,11,0.0,11.0,0.0
2022,8,albon,17,12,12,0.0,7.0,0.0
2022,8,tsunoda,8,13,13,0.0,5.0,0.0
2022,8,mick_schumacher,20,14,14,0.0,15.0,0.0
2022,8,latifi,18,15,15,0.0,20.0,0.0
2022,8,stroll,19,16,16,0.0,10.0,0.0
2022,8,kevin_magnussen,16,17,R,0.0,18.0,0.0
2022,8,zhou,14,18,R,0.0,17.0,0.0
2022,8,leclerc,1,19,R,0.0,6.0,0.0
2022,8,sainz,4,20,R,0.0,19.0,0.0
2022,9,max_verstappen,1,1,1,25.0,2.0,0.0
2022,9,sainz,3,2,2,19.0,1.0,0.0
2022,9,hamilton,4,3,3,15.0,4.0,0.0
2022,9,russell,8,4,4,12.0,5.0,0.0
2022,9,leclerc,19,5,5,10.0,3.0,0.0
2022,9,ocon,7,6,6,8.0,9.0,0.0
2022,9,bottas,11,7,7,6.0,8.0,0.0
2022,9,zhou,10,8,8,4.0,7.0,0.0
2022,9,alonso,2,9,9,2.0,6.0,0.0
2022,9,stroll,17,10,10,1.0,10.0,0.0
2022,9,ricciardo,9,11,11,0.0,13.0,0.0
2022,9,vettel,16,12,12,0.0,15.0,0.0
2022,9,albon,12,13,13,0.0,14.0,0.0
2022,9,gasly,15,14,14,0.0,12.0,0.0
2022,9,norris,14,15,15,0.0,11.0,0.0
2022,9,latifi,18,16,16,0.0,18.0,0.0
2022,9,kevin_magnussen,5,17,17,0.0,16.0,0.0
2022,9,tsunoda,20,18,R,0.0,17.0,0.0
2022,9,mick_schumacher,6,19,R,0.0,20.0,0.0
2022,9,perez,13,20,R,0.0,19.0,0.0
